"zybook_identifier","chapter_number","chapter_title","section_number","section_title","classification","target_week_topic","reason","prerequisite_dependency"
"SWOSUCOMSC1033Fall2026","21","21. Additional Labs: Branching","21.5","21.5 LAB: Median of 3","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","21","21. Additional Labs: Branching","21.6","21.6 LAB: Speeding ticket","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","21","21. Additional Labs: Branching","21.7","21.7 LAB: Movie ticket prices","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","21","21. Additional Labs: Branching","21.8","21.8 LAB: How many digits","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","21","21. Additional Labs: Branching","21.9","21.9 LAB: Phrases and subphrases","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","21","21. Additional Labs: Branching","21.10","21.10 LAB: Count odd numbers","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","21","21. Additional Labs: Branching","21.11","21.11 LAB: Alphabetical order (chars)","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","21","21. Additional Labs: Branching","21.12","21.12 LAB: Comparing floats","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","21","21. Additional Labs: Branching","21.13","21.13 LAB*: Program: Grade calculator","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","21","21. Additional Labs: Branching","21.14","21.14 LAB*: Program: Income tax form","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","22","22. Additional Labs: Loops","22.1","22.1 LAB: Count input length without spaces, periods, exclamation points, or commas","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","22","22. Additional Labs: Loops","22.2","22.2 LAB: Countdown until matching digits","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","22","22. Additional Labs: Loops","22.3","22.3 LAB: Smallest and largest numbers in a list","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","22","22. Additional Labs: Loops","22.4","22.4 LAB: Output values in a list below a user defined amount","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","22","22. Additional Labs: Loops","22.5","22.5 LAB: Count multiples","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","22","22. Additional Labs: Loops","22.6","22.6 LAB: Find largest number","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","22","22. Additional Labs: Loops","22.7","22.7 LAB: Hailstone sequence","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","22","22. Additional Labs: Loops","22.8","22.8 LAB: Output numbers in reverse","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","22","22. Additional Labs: Loops","22.9","22.9 LAB: Months until payoff","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","22","22. Additional Labs: Loops","22.10","22.10 LAB: Matching strings","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","22","22. Additional Labs: Loops","22.11","22.11 LAB: Draw right-justified triangle","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","22","22. Additional Labs: Loops","22.12","22.12 LAB: Draw upside down triangle","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","22","22. Additional Labs: Loops","22.13","22.13 LAB*: Program: Drawing a half arrow","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","22","22. Additional Labs: Loops","22.14","22.14 LAB*: Program: Rock paper scissors","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","23","23. Additional Labs: Functions","23.1","23.1 LAB: Track laps to miles","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","23","23. Additional Labs: Functions","23.2","23.2 LAB: Max magnitude","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","23","23. Additional Labs: Functions","23.3","23.3 LAB: A jiffy","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","23","23. Additional Labs: Functions","23.4","23.4 LAB: Leap year - functions","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","23","23. Additional Labs: Functions","23.5","23.5 LAB: Exact change - functions","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","23","23. Additional Labs: Functions","23.6","23.6 LAB: Multiples of ten in a list","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","23","23. Additional Labs: Functions","23.7","23.7 LAB: Output values in a list below a user defined amount - functions","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","23","23. Additional Labs: Functions","23.8","23.8 LAB: Count evens","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","23","23. Additional Labs: Functions","23.9","23.9 LAB: Write sum_and_cast() function to cast float to int","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","23","23. Additional Labs: Functions","23.10","23.10 LAB: Toll calculation","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","23","23. Additional Labs: Functions","23.11","23.11 LAB: Max and min numbers","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","23","23. Additional Labs: Functions","23.12","23.12 LAB: Flip a coin","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","23","23. Additional Labs: Functions","23.13","23.13 LAB*: Program: Income tax form - functions","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","23","23. Additional Labs: Functions","23.14","23.14 LAB*: Program: Poker dice game","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","24","24. Additional Labs: Strings","24.1","24.1 LAB: Acronyms","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","24","24. Additional Labs: Strings","24.2","24.2 LAB: Contains the character","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","24","24. Additional Labs: Strings","24.3","24.3 LAB: Fun with characters","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","24","24. Additional Labs: Strings","24.4","24.4 LAB: Remove digits - functions","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","24","24. Additional Labs: Strings","24.5","24.5 LAB: Midfix of 5","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","24","24. Additional Labs: Strings","24.6","24.6 LAB: Parsing dates","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","24","24. Additional Labs: Strings","24.7","24.7 LAB: Prefix of 5","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","24","24. Additional Labs: Strings","24.8","24.8 LAB: Postfix of 5","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","24","24. Additional Labs: Strings","24.9","24.9 LAB: Login name","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","24","24. Additional Labs: Strings","24.10","24.10 LAB: Phone number string breakdown","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","24","24. Additional Labs: Strings","24.11","24.11 LAB: Warm up: Parsing strings","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","24","24. Additional Labs: Strings","24.12","24.12 LAB*: Program: Data visualization","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","25","25. Additional Labs: Lists and Dictionaries","25.1","25.1 LAB: Middle item","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","25","25. Additional Labs: Lists and Dictionaries","25.2","25.2 LAB: Word frequencies","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","25","25. Additional Labs: Lists and Dictionaries","25.3","25.3 LAB: Replacement words","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","25","25. Additional Labs: Lists and Dictionaries","25.4","25.4 LAB: Scrabble points","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","25","25. Additional Labs: Lists and Dictionaries","25.5","25.5 LAB: Word frequencies (dictionaries)","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","25","25. Additional Labs: Lists and Dictionaries","25.6","25.6 LAB: Calculate average","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","25","25. Additional Labs: Lists and Dictionaries","25.7","25.7 LAB: Reverse list","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","25","25. Additional Labs: Lists and Dictionaries","25.8","25.8 LAB: Remove all odd numbers from a list","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","25","25. Additional Labs: Lists and Dictionaries","25.9","25.9 LAB: Subtracting list elements from max - functions","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","25","25. Additional Labs: Lists and Dictionaries","25.10","25.10 LAB: Output values below an amount - functions","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","25","25. Additional Labs: Lists and Dictionaries","25.11","25.11 LAB: Adjust list by normalizing","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","25","25. Additional Labs: Lists and Dictionaries","25.12","25.12 LAB: Output values below an amount","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","25","25. Additional Labs: Lists and Dictionaries","25.13","25.13 LAB: Two smallest numbers","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","25","25. Additional Labs: Lists and Dictionaries","25.14","25.14 LAB: List palindrome","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","25","25. Additional Labs: Lists and Dictionaries","25.15","25.15 LAB: Swap ends","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","25","25. Additional Labs: Lists and Dictionaries","25.16","25.16 LAB: Shift right","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","25","25. Additional Labs: Lists and Dictionaries","25.17","25.17 LAB: Find mode","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","25","25. Additional Labs: Lists and Dictionaries","25.18","25.18 LAB: Nth from end","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","25","25. Additional Labs: Lists and Dictionaries","25.19","25.19 LAB: Sum of products","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","25","25. Additional Labs: Lists and Dictionaries","25.20","25.20 LAB: Matrix multiplication","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","25","25. Additional Labs: Lists and Dictionaries","25.21","25.21 LAB: Is list sorted","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","25","25. Additional Labs: Lists and Dictionaries","25.22","25.22 LAB*: Program: Credit card debt","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","25","25. Additional Labs: Lists and Dictionaries","25.23","25.23 LAB*: Program: List statistics","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","26","26. Additional Labs: Classes","26.1","26.1 LAB: Simple car","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","26","26. Additional Labs: Classes","26.2","26.2 LAB: Calculator class","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","26","26. Additional Labs: Classes","26.3","26.3 LAB: Product class","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","26","26. Additional Labs: Classes","26.4","26.4 LAB: Student class","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","26","26. Additional Labs: Classes","26.5","26.5 LAB: Random values","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","26","26. Additional Labs: Classes","26.6","26.6 LAB: BankAccount class","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","26","26. Additional Labs: Classes","26.7","26.7 LAB: How many dice rolls?","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","26","26. Additional Labs: Classes","26.8","26.8 LAB: Consecutive heads","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","26","26. Additional Labs: Classes","26.9","26.9 LAB: Flipping for tails","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","26","26. Additional Labs: Classes","26.10","26.10 LAB: Flipping for heads","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","26","26. Additional Labs: Classes","26.11","26.11 LAB: Course size","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","26","26. Additional Labs: Classes","26.12","26.12 LAB: What is the dice average?","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","26","26. Additional Labs: Classes","26.13","26.13 LAB: Dean's list","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","26","26. Additional Labs: Classes","26.14","26.14 LAB: Drop student","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","26","26. Additional Labs: Classes","26.15","26.15 LAB: Rolling for X","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","26","26. Additional Labs: Classes","26.16","26.16 LAB: Rolling for a pair","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","26","26. Additional Labs: Classes","26.17","26.17 LAB: Count honors","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","26","26. Additional Labs: Classes","26.18","26.18 LAB: Find student with highest GPA","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","26","26. Additional Labs: Classes","26.19","26.19 LAB: Print student roster","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","26","26. Additional Labs: Classes","26.20","26.20 LAB: Swap two numbers","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","26","26. Additional Labs: Classes","26.21","26.21 LAB: The __str__() method","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","26","26. Additional Labs: Classes","26.22","26.22 LAB: Find the maximum in a list","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","26","26. Additional Labs: Classes","26.23","26.23 LAB*: Program: Lucky 7","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","26","26. Additional Labs: Classes","26.24","26.24 LAB*: Program: Fancy car","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","26","26. Additional Labs: Classes","26.25","26.25 LAB*: Program: Self pay kiosk","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","27","27. Additional Labs: Exceptions","27.1","27.1 LAB: Exceptions with read-only files","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","28","28. Additional Labs: Files","28.1","28.1 LAB: Parsing food data","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","28","28. Additional Labs: Files","28.2","28.2 LAB: Movie show time display","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","29","29. Additional Labs: Recursion","29.1","29.1 LAB: Drawing an upside down triangle","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","29","29. Additional Labs: Recursion","29.2","29.2 LAB: Reverse a string","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","30","30. Additional Labs: One Large Program","30.1","30.1 LAB: Warm up: Hello world","OPTIONAL","Weeks 14-16: project practice","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","30","30. Additional Labs: One Large Program","30.2","30.2 LAB: Warm up: Basic output with variables","OPTIONAL","Weeks 14-16: project practice","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","30","30. Additional Labs: One Large Program","30.3","30.3 LAB*: Program: ASCII art","OPTIONAL","Weeks 14-16: project practice","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","30","30. Additional Labs: One Large Program","30.4","30.4 LAB: Warm up: Variables, input, and type conversion","OPTIONAL","Weeks 14-16: project practice","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","30","30. Additional Labs: One Large Program","30.5","30.5 LAB*: Program: Cooking measurement converter","OPTIONAL","Weeks 14-16: project practice","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","30","30. Additional Labs: One Large Program","30.6","30.6 LAB*: Program: Food receipt","OPTIONAL","Weeks 14-16: project practice","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","30","30. Additional Labs: One Large Program","30.7","30.7 LAB: Warm up: Creating passwords","OPTIONAL","Weeks 14-16: project practice","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","30","30. Additional Labs: One Large Program","30.8","30.8 LAB: Warm up: Automobile service cost","OPTIONAL","Weeks 14-16: project practice","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","30","30. Additional Labs: One Large Program","30.9","30.9 LAB*: Program: Automobile service invoice","OPTIONAL","Weeks 14-16: project practice","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","30","30. Additional Labs: One Large Program","30.10","30.10 LAB: Warm up: Drawing a right triangle","OPTIONAL","Weeks 14-16: project practice","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","30","30. Additional Labs: One Large Program","30.11","30.11 LAB: Warm up: Text analyzer & modifier","OPTIONAL","Weeks 14-16: project practice","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","30","30. Additional Labs: One Large Program","30.12","30.12 LAB*: Program: Authoring assistant","OPTIONAL","Weeks 14-16: project practice","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","30","30. Additional Labs: One Large Program","30.13","30.13 LAB: Warm up: People's weights (Lists)","OPTIONAL","Weeks 14-16: project practice","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","30","30. Additional Labs: One Large Program","30.14","30.14 LAB*: Program: Soccer team roster (Dictionaries)","OPTIONAL","Weeks 14-16: project practice","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","30","30. Additional Labs: One Large Program","30.15","30.15 LAB*: Program: Online shopping cart (Part 1)","OPTIONAL","Weeks 14-16: project practice","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","30","30. Additional Labs: One Large Program","30.16","30.16 LAB*: Program: Online shopping cart (Part 2)","OPTIONAL","Weeks 14-16: project practice","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","31","31. Python for Data Science","31.1","31.1 Introduction to data science","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","31","31. Python for Data Science","31.2","31.2 Data science life cycle","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","31","31. Python for Data Science","31.3","31.3 Introduction to Python for data science","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","31","31. Python for Data Science","31.4","31.4 Introduction to Jupyter Notebooks","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","32","32. Coding Practice Problems","32.1","32.1 Coding practice problems overview","OPTIONAL","Weeks 2-16: optional practice","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","32","32. Coding Practice Problems","32.2","32.2 PRACTICE: Input/Output* Mad Libs","OPTIONAL","Weeks 2-16: optional practice","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","32","32. Coding Practice Problems","32.3","32.3 PRACTICE: Input/Output* Welcome Message","OPTIONAL","Weeks 2-16: optional practice","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","32","32. Coding Practice Problems","32.4","32.4 PRACTICE: Expressions* Percentages","OPTIONAL","Weeks 2-16: optional practice","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","32","32. Coding Practice Problems","32.5","32.5 PRACTICE: Expressions* Inches to feet","OPTIONAL","Weeks 2-16: optional practice","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
